lead_id,first_name,last_name,email,phone,company,job_title,industry,lead_source,created_date,country,employee_count
34,Gregory,Gordon,sharon61@farley-walker.info,-3231,Edwards-Parks,Manager,Finance,Google Ads,07/01/2026,Australia,10
35,Logan,Gardner,hogandavid@gmail.com,778-236-8858x07436,Hanna-Weber,Director,Education,Referral,27/04/2024,United Kingdom,
36,Teresa,Blake,kristin17@gmail.com,(808)653-8928,Vaughn-Young,Analyst,Education,Event,10/05/2024,United States,1000
37,Margaret,Walker,pedrotanner@ford.com,(717)818-0778x2499,Richard-Donovan,Manager,Finance,Website,08/05/2024,Australia,500
38,Heather,Bishop,allenwilliam@yahoo.com,+1-201-531-9832x7644,Jones Inc,Director,Retail,Event,22/05/2024,Philippines,50
39,Edward,Petty,gregory18@yahoo.com,559.636.3735,"Thompson, Sanders and Webb",Manager,Healthcare,Referral,11/08/2025,Singapore,10
40,William,Mills,devintorres@johnson.biz,8156732642,Jackson-Mathis,Manager,Education,Referral,17/07/2025,Philippines,250
41,William,Burns,gary86@yahoo.com,961.124.2320,Johnston-Brown,Director,Technology,Event,26/08/2025,Philippines,100
42,Richard,Cruz,rwood@hotmail.com,001-058-352-1314x1487,"Kline, Bishop and Pruitt",Analyst,Technology,Google Ads,01/06/2025,Singapore,500
43,Curtis,Castaneda,yhartman@yahoo.com,001-738-713-3787,"Grant, Clark and Macias",Coordinator,Finance,Referral,13/03/2024,Philippines,250
44,Brent,Robinson,candaceberg@smith.com,(873)185-9926x41105,"Williams, Lawson and Zimmerman",Engineer,Retail,Facebook Ads,07/11/2025,United Kingdom,100
45,Cheryl,Ross,danielsantonio@yahoo.com,001-181-437-2341,"Washington, Cherry and Johnson",Specialist,Technology,Facebook Ads,12/02/2025,United States,250
46,Jessica,Bullock,jfranklin@hotmail.com,(711)684-6932x625,Walker-Bowman,Specialist,Finance,Website,20/05/2024,Singapore,100
47,Gregory,Raymond,jeremydickerson@gmail.com,001-736-997-0775x5201,"Clements, Fitzgerald and Hernandez",Analyst,Manufacturing,Google Ads,09/08/2025,Australia,100
48,Mike,Haynes,stephanie87@johnson.info,(508)170-1729,Powell-Castillo,Coordinator,Healthcare,Website,23/02/2025,Australia,50
49,Mario,Pham,ryansimmons@jones.com,434-085-0654x751,Buchanan Inc,Coordinator,Manufacturing,Referral,01/04/2025,United Kingdom,100
50,Paul,Williams,kellygibbs@hotmail.com,(919)067-5817,"Dickson, Brown and Williams",Coordinator,Technology,Website,03/08/2024,Philippines,50
51,Andrew,Schultz,ashley67@wilcox.biz,,Turner and Sons,Director,Manufacturing,Facebook Ads,01/12/2025,United States,500
52,Olivia,Copeland,matthewbeck@hotmail.com,(843)048-4439x05630,Holloway Group,Engineer,Manufacturing,Referral,19/06/2025,Philippines,500
53,Terri,Li,williamsteresa@yahoo.com,(197)018-1839,"Lewis, Hall and Carlson",Engineer,Education,Facebook Ads,13/02/2024,United Kingdom,10
54,Meghan,Taylor,alexbryant@hotmail.com,(186)481-8189,"Harmon, Cooper and Gutierrez",Manager,Manufacturing,Google Ads,01/09/2025,Philippines,10
55,Tami,Adams,tom20@lawson-walsh.info,216-173-3815x849,"Sanchez, Hood and King",Engineer,Technology,Google Ads,23/03/2025,Australia,25
56,Monica,Adams,qnewman@cruz-melendez.com,(660)516-7703,Barrera-Anderson,Director,Retail,Event,21/04/2025,United Kingdom,25
57,Cody,Wilkinson,stevenmoody@mathews.info,001-834-562-4058x76118,"Clarke, Webb and Brown",Director,Retail,Referral,02/01/2025,Philippines,
58,Benjamin,Johnson,robert82@yahoo.com,160-777-8616x33189,Lopez PLC,Coordinator,Manufacturing,Email Campaign,02/11/2024,United States,
59,Nancy,Jacobs,jamesjennifer@yahoo.com,388-952-0942,Ferguson Ltd,Director,Retail,Facebook Ads,11/03/2025,United Kingdom,50
60,Travis,Thomas,burnettsergio@yahoo.com,639.925.0305,Norman-Gregory,Coordinator,Retail,Referral,17/06/2025,United Kingdom,1000
61,John,Tucker,jrodriguez@yahoo.com,+1-892-656-1335x652,Cook Inc,Manager,Healthcare,Facebook Ads,15/01/2026,Australia,10
62,Susan,Banks,christopher17neal-ferguson.com,+1-231-820-9865x371,"Martinez, Peck and Brown",Director,Technology,Website,24/02/2024,Australia,10
63,Katie,King,laura95@sheppard.com,7473870580,Leblanc Ltd,Engineer,Manufacturing,Event,01/06/2025,Singapore,500
64,Anthony,Torres,bayala@campbell-jordan.biz,4726752677,Elliott-Young,Coordinator,Finance,Email Campaign,26/12/2024,Australia,100
65,Donna,Patterson,pamelawest@zamora.org,679-911-2956x12912,Kelly-Peterson,Engineer,Education,Email Campaign,07/01/2026,Australia,
66,David,Osborne,ericorozco@gmail.com,+1-483-268-4827x6078,Lyons-Scott,Analyst,Manufacturing,Google Ads,01/07/2024,United Kingdom,1000
67,Carl,Caldwell,virginia88wilson.info,+1-556-867-2910x9500,"Ross, Allen and Monroe",Coordinator,Healthcare,Email Campaign,02/04/2025,Philippines,25
68,Savannah,Howard,regina30@gmail.com,001-469-080-1161,"Mitchell, Steele and Short",Director,Manufacturing,Referral,29/07/2025,Australia,
69,Jessica,Campbell,shawn36@gmail.com,001-586-723-0817,"Hall, Miller and Cook",Manager,Technology,Google Ads,21/08/2024,United States,500
70,Jessica,Cooper,katie38@ramirez-edwards.org,(562)131-2276x594,Reyes and Sons,Manager,Finance,Referral,20/10/2024,United Kingdom,10
71,Gerald,Kirk,nicholasbell@jones.com,741.738.5601x23506,Holmes LLC,Specialist,Healthcare,Email Campaign,17/02/2025,Philippines,25
72,Darren,Diaz,ewilliams@reid.info,148-756-7684x31286,Richardson LLC,Coordinator,Retail,Referral,16/03/2025,United States,
73,Derrick,Hill,baileyjulie@yahoo.com,987.389.0374x1803,"Moore, Lopez and Carter",Director,Healthcare,Website,19/12/2024,Singapore,1000
74,Richard,Edwards,david35@castillo.com,+1-930-502-9376x897,Chase-Lloyd,Engineer,Healthcare,Referral,07/06/2024,United States,100
75,Sarah,Beasley,helenbyrd@hotmail.com,,Reed-Henry,Manager,Healthcare,Event,26/05/2024,Singapore,
76,Stephanie,Tucker,bmoses@yahoo.com,956.784.9042x85479,Whitehead Inc,Specialist,Healthcare,Referral,25/09/2025,Australia,100
77,Jason,Hamilton,wjenningssherman.net,411-845-2798x28125,"Johnson, Johnson and Herrera",Specialist,Healthcare,Website,20/02/2024,Singapore,
78,Bruce,Fisher,hwhitney@brown-lawson.com,718-720-9886,Lee Ltd,Specialist,Retail,Google Ads,02/06/2024,Philippines,10
79,Adam,Bartlett,garciakathryn@joyce.com,987.310.4836x9562,Perkins-Chavez,Coordinator,Retail,Google Ads,14/02/2024,United States,500
80,Ricky,Thomas,christophercastillo@gmail.com,088.367.5361x90534,"Fernandez, Shaffer and Chang",Director,Healthcare,Facebook Ads,04/08/2025,Philippines,100
81,Timothy,Wilkerson,xmathis@king-tanner.com,(431)870-9171x23513,Tate PLC,Coordinator,Manufacturing,Event,08/01/2026,United States,10
82,Andrew,Russo,justin19@yahoo.com,803.223.9140,Sanchez-Jensen,Analyst,Retail,Event,06/08/2025,United Kingdom,100
83,Charlotte,Reeves,antonioswanson@hotmail.com,,Powers PLC,Engineer,Retail,Event,27/09/2024,United Kingdom,25
84,David,Mooney,danielcobb@hotmail.com,,"Riley, Reese and Green",Engineer,Retail,Event,10/09/2025,United States,1000
85,Victoria,Bush,esalazar@hotmail.com,+1-802-201-9502x64268,"Mitchell, Taylor and Rodriguez",Manager,Healthcare,Website,12/06/2025,Singapore,10
86,Andrea,Faulkner,johnsonjacquelinegmail.com,401-073-1272x04126,"Weber, Giles and Hammond",Manager,Manufacturing,Facebook Ads,24/06/2024,Australia,500
87,Darin,Williams,sgreen@hensley.com,001-121-657-1543x5167,Hill-Oliver,Director,Finance,Google Ads,17/04/2024,Philippines,1000
88,Michael,Smith,melissaortiz@hotmail.com,,Hurst Inc,Director,Healthcare,Referral,22/01/2026,Philippines,
89,David,Smith,courtney18@henry.com,825.741.2199x8437,Wilson Group,Director,Healthcare,Email Campaign,25/08/2025,Philippines,
90,Melissa,Beck,iharris@gmail.com,001-667-660-4746x235,"Reyes, Phelps and Martinez",Specialist,Manufacturing,Google Ads,27/10/2025,United Kingdom,
91,Mark,Harrison,jessicacollinsgmail.com,-3871,"Carlson, Ramsey and Park",Analyst,Education,Website,27/06/2025,United Kingdom,50
92,Kelli,Mora,markmonroe@montes.info,929-360-2539x5996,Riggs-Lutz,Engineer,Finance,Facebook Ads,29/02/2024,Philippines,10
93,Christopher,Torres,uaguilar@gmail.com,194.900.8901x75930,"Mendoza, Johnston and Barton",Coordinator,Technology,Facebook Ads,09/10/2025,United Kingdom,
94,Matthew,Miller,larsenjessica@hotmail.com,,"Garcia, Thompson and White",Analyst,Retail,Email Campaign,05/12/2024,United States,500
95,John,Stanley,mwilson@thompson.com,925.332.3244,Byrd and Sons,Specialist,Technology,Event,08/04/2024,Australia,100
96,Matthew,Williams,chapmanjohn@harvey-wade.biz,+1-373-172-5330x17815,"Gonzalez, Collins and Mcdonald",Director,Manufacturing,Email Campaign,27/12/2025,United States,500
97,Jennifer,Thomas,julie75@collins-terry.com,+1-860-115-3316x628,Martinez-Hughes,Director,Technology,Event,10/09/2024,United Kingdom,10
98,Matthew,Wright,bryanyork@gmail.com,547-505-6493,Koch LLC,Manager,Manufacturing,Referral,18/04/2024,Philippines,100
99,Madison,Pearson,andrewdaugherty@gmail.com,001-000-797-1324x464,Baker LLC,Coordinator,Healthcare,Google Ads,08/02/2025,United Kingdom,10
100,Christopher,Brown,osoto@pennington.biz,382-584-2251,Curry-Cherry,Specialist,Healthcare,Website,14/07/2024,Philippines,1000
101,Elizabeth,Castillo,jonathanjones@boyd.com,138.668.8599,Griffin Inc,Director,Finance,Email Campaign,10/01/2025,Singapore,
102,Rachel,James,qmurphy@hotmail.com,001-256-533-3409,"Gardner, Guzman and Gray",Coordinator,Retail,Email Campaign,17/10/2025,Australia,250
103,Kathryn,Marshall,grantjoel@yahoo.com,0458628717,Jackson-Harrington,Engineer,Healthcare,Referral,05/01/2026,United Kingdom,250
104,Daniel,Barnes,coxvictoria@brown-sanchez.com,942.685.2464x025,"Martin, Harper and Thomas",Manager,Finance,Website,22/09/2024,United Kingdom,1000
105,Rodney,Morrow,loganroman@ruiz.org,,Sanchez-Ware,Analyst,Technology,Event,31/01/2025,United Kingdom,50
106,Kelly,Miller,pattersonjames@hotmail.com,(755)560-1018x85295,Parks LLC,Analyst,Finance,Website,18/05/2025,Philippines,50
107,Danny,Lopez,sarah79@santiago-liu.info,+1-816-196-5939x0738,Henderson-Higgins,Engineer,Technology,Facebook Ads,03/10/2025,Philippines,1000
108,Amanda,Higgins,gibbsbryan@potts-gordon.com,2572086406,Lane-Contreras,Engineer,Technology,Email Campaign,25/05/2025,Singapore,50
109,Jeanne,Martinez,wardleah@hotmail.com,,Mccall-Jones,Specialist,Education,Referral,28/11/2024,United Kingdom,1000
110,Christina,Cox,aramirez@hotmail.com,+1-964-896-3636x6949,Peterson-Williams,Manager,Manufacturing,Facebook Ads,21/11/2024,United Kingdom,10
111,Melissa,Williams,benjaminnguyen@hotmail.com,001-466-203-9848x295,Harvey Ltd,Manager,Healthcare,Google Ads,02/11/2025,United Kingdom,100
112,Jerry,Thomas,hudsonbrittney@hotmail.com,5578933791,Cummings Group,Director,Retail,Event,06/08/2024,Philippines,25
113,Thomas,Murray,juarezjennifer@hotmail.com,,Scott-Olson,Analyst,Retail,Google Ads,08/12/2025,Philippines,100
114,Jason,Scott,davidmalone@lara.info,001-985-081-2294x37677,Johnson-Walker,Coordinator,Retail,Facebook Ads,23/08/2025,United Kingdom,
115,Michelle,Richards,robert85@anthony.biz,-6840,Montgomery Group,Analyst,Finance,Google Ads,11/02/2025,Singapore,250
116,Jennifer,Butler,shawjeffrey@gmail.com,838-354-6451x02830,Yoder LLC,Manager,Retail,Google Ads,14/10/2025,Australia,500
117,Gerald,Delacruz,sharonparkermoss.com,308.189.3926,"Harris, Smith and Pierce",Director,Manufacturing,Google Ads,16/06/2025,Singapore,25
118,Todd,Hood,pagelaurenlewis.com,(558)971-7228x1649,Berry Group,Manager,Education,Event,31/03/2025,Singapore,
119,Nathan,Dean,timothy64@jordan-ellis.com,,Marshall-Evans,Coordinator,Retail,Email Campaign,09/02/2025,Singapore,500
120,Katherine,Flynn,lindsaypruitt@rodriguez.com,-9573,"Gallagher, Diaz and Mcknight",Manager,Technology,Event,15/03/2025,Australia,25
121,Linda,Meza,simmonsjamie@hotmail.com,,"Acosta, Richard and Shields",Specialist,Manufacturing,Referral,07/09/2024,United Kingdom,10
122,Latoya,Miller,mccoymark@campbell.net,+1-646-530-1589x594,Pope PLC,Manager,Healthcare,Google Ads,03/08/2024,Australia,10
123,Andrea,Allen,fuenteskelly@carter.biz,001-278-765-6487x997,"Murphy, Hood and Hughes",Coordinator,Finance,Facebook Ads,28/05/2025,United Kingdom,500
124,Nicholas,Adams,millerkayla@cline-daniels.org,410-170-5400,"Miranda, Taylor and Pierce",Coordinator,Manufacturing,Event,09/04/2024,United States,
125,Tiffany,Jones,fmalone@murphy.com,+1-400-070-3573x90149,Mccarty and Sons,Director,Healthcare,Website,23/05/2024,United States,100
126,Lorraine,Walker,iraymond@gmail.com,,Dunn-Williams,Analyst,Healthcare,Email Campaign,05/09/2024,United States,100
127,Alison,Adkins,snowbrianna@yahoo.com,(915)224-0229,Evans-Gonzalez,Manager,Education,Website,14/08/2025,Philippines,50
128,Julia,Rios,yhartman@zhang.com,001-381-386-5887x249,"Williams, Smith and Clark",Manager,Technology,Email Campaign,17/12/2025,United Kingdom,10
129,Charles,Matthews,aaron24@flores.org,(867)709-4992,"Anderson, Mathews and Barton",Specialist,Manufacturing,Event,03/06/2025,Philippines,1000
130,Christine,Burch,xmacias@perez.com,(674)595-8357,Johnson-Yates,Specialist,Healthcare,Google Ads,30/09/2024,Philippines,25
131,Daniel,Thornton,qjordan@khan-luna.com,719-842-4230,Rojas and Sons,Manager,Manufacturing,Email Campaign,10/06/2025,United Kingdom,10
132,Christopher,Bryan,perezandrew@gmail.com,+1-858-320-4738x133,Potter-Bullock,Analyst,Technology,Google Ads,17/03/2024,Philippines,250
133,Teresa,Haas,barry80@garcia-smith.biz,253-036-8699,Baker Group,Manager,Finance,Website,17/01/2026,United States,10
134,Lisa,Knox,kedwards@hotmail.com,001-418-749-6591,Walter-Schneider,Engineer,Retail,Facebook Ads,20/09/2024,United Kingdom,
135,Valerie,Clay,ubrock@stewart-burch.biz,(714)689-0494x3689,Williams and Sons,Manager,Healthcare,Event,27/05/2024,United Kingdom,
136,Michael,Collins,wanda67@hunt.com,600-735-0673x725,Black Group,Engineer,Healthcare,Referral,10/01/2025,Australia,10
137,Nicole,Rivera,qmcguire@silva.biz,001-818-607-0538x259,"Patel, Green and Hatfield",Coordinator,Retail,Referral,13/05/2024,Australia,250
138,Cynthia,Reeves,carlaklein@walter.com,,Stone-Cunningham,Manager,Finance,Email Campaign,31/03/2024,Singapore,
139,Rachel,Craig,joe82@murphy.info,001-236-851-3177x074,Jones-Benjamin,Analyst,Technology,Referral,28/04/2024,United Kingdom,
140,Ashlee,Simon,mbridgesfoster-sanchez.com,,Williams Inc,Analyst,Finance,Email Campaign,11/11/2025,Australia,250
141,Erin,Hernandez,wellsbeth@fry.net,+1-855-968-2922x1191,Cruz Inc,Specialist,Retail,Email Campaign,12/05/2025,Philippines,1000
142,Amanda,Rangel,jamieyoung@gmail.com,001-257-325-0315x83071,Rush and Sons,Director,Manufacturing,Google Ads,12/06/2024,Philippines,
143,Adam,Thompson,ctaylor@graham.com,399-346-7149,"Baird, Arnold and Day",Director,Finance,Referral,04/11/2025,United States,1000
144,Rebecca,Burton,beth83@yahoo.com,763-707-7253x2165,Thomas Group,Analyst,Manufacturing,Facebook Ads,04/09/2024,United Kingdom,
145,Kristen,Jackson,mark05@hotmail.com,3145101560,"House, Hunt and Colon",Director,Education,Event,30/12/2024,United Kingdom,100
146,Amy,Lambert,kbenjamin@moon-becker.org,001-228-747-4122,Cabrera and Sons,Director,Retail,Facebook Ads,16/07/2024,United States,100
147,Lindsey,Hall,kari60@hotmail.com,832.547.4543,"Wright, Jimenez and Fox",Manager,Education,Facebook Ads,28/09/2024,Australia,100
148,Charles,Murphy,travis07@espinoza-mason.biz,,"Flores, Bell and Washington",Specialist,Healthcare,Email Campaign,04/05/2025,Singapore,
149,Diane,Long,joseph62hotmail.com,001-796-203-7515,"Ruiz, Ortega and Weiss",Director,Education,Event,15/05/2025,United Kingdom,500
150,Cynthia,Curry,ericapatterson@nguyen.biz,(332)681-9632,"Cooke, Wright and Delacruz",Specialist,Retail,Referral,14/07/2024,Philippines,25
151,Megan,Kennedy,chelseaestesyahoo.com,,Rojas LLC,Analyst,Retail,Referral,06/01/2025,Singapore,100
152,Elizabeth,Rivas,sgarrison@gmail.com,783-726-3464,Miller Inc,Specialist,Technology,Referral,01/02/2025,Singapore,10
153,Sarah,Shields,susanhernandez@yahoo.com,(660)581-6017x85014,Cruz-Richardson,Manager,Healthcare,Email Campaign,22/04/2024,United Kingdom,
154,Lisa,Walker,stuartadam@gmail.com,001-607-957-9833x3429,Richardson PLC,Coordinator,Technology,Referral,15/05/2025,Singapore,25
155,Andrew,Beck,zoemaddox@bates-long.org,7680681934,Pittman-Romero,Director,Retail,Website,16/06/2025,United States,
156,Eric,Cummings,natalie95@boyer.biz,,Stevenson-Sanders,Director,Healthcare,Email Campaign,01/08/2025,Singapore,25
157,Valerie,Reed,thomascruz@yahoo.com,210.517.2040x249,Nguyen LLC,Specialist,Education,Website,11/05/2025,United Kingdom,25
158,Rachel,Turner,jamesfrost@yahoo.com,,"Roberts, Miller and Flowers",Manager,Retail,Website,31/10/2025,United Kingdom,100
159,Jason,Lawrence,tiffanyhawkins@yahoo.com,-6273,"Robinson, Hernandez and Roberts",Coordinator,Healthcare,Email Campaign,09/08/2024,United Kingdom,500
160,Sarah,Underwood,aaronsharp@yahoo.com,449.978.9789x7198,"English, Martinez and Robertson",Coordinator,Retail,Email Campaign,08/05/2024,Australia,500
161,Jimmy,Barry,madisonparker@hotmail.com,025.482.8254x354,Wright-Welch,Manager,Retail,Website,02/08/2024,Philippines,1000
162,Whitney,Cox,kevinjackson@yahoo.com,8691132130,Morton LLC,Manager,Healthcare,Event,07/07/2025,United Kingdom,
163,Toni,Scott,andersonpamela@blackburn-carroll.com,+1-155-312-1387x92390,"Castillo, Hawkins and Estrada",Analyst,Healthcare,Referral,09/11/2024,Singapore,1000
164,Frank,Werner,gonzalezbrian@yahoo.com,001-236-205-0227,"Palmer, Livingston and Schmitt",Analyst,Finance,Email Campaign,02/08/2025,United Kingdom,1000
165,Mallory,Small,paula58@anthony.biz,-2250,Maldonado-Matthews,Coordinator,Technology,Email Campaign,09/01/2025,Australia,250
166,Patricia,Haynes,frank21@williams.com,014-498-3616x21628,Harris PLC,Analyst,Finance,Google Ads,26/07/2024,United Kingdom,1000
167,Julie,Ray,jaredramirezyahoo.com,-9767,Waters LLC,Director,Education,Facebook Ads,06/05/2025,United States,100
168,Stephen,Adams,uhenderson@hotmail.com,149-534-1916,"Fuentes, Ramos and Howard",Coordinator,Technology,Google Ads,13/03/2024,United States,
169,Nancy,Nelson,andrewvillahotmail.com,,"Maldonado, Martinez and Williams",Specialist,Healthcare,Website,17/04/2025,United Kingdom,10
170,Clifford,Costa,pattersonsandra@pittman-owen.biz,498-938-2998x0646,Fritz-Johnson,Director,Finance,Email Campaign,10/09/2024,Australia,1000
171,Kelsey,Reynolds,amberjohnson@wilson.com,257-668-2734x788,Sanchez LLC,Analyst,Manufacturing,Facebook Ads,20/07/2024,Australia,25
172,Kent,Porter,margaretnichols@hotmail.com,099.054.2668x57679,Castro LLC,Engineer,Education,Website,17/11/2025,Singapore,1000
173,Jorge,Paul,michael51@gmail.com,001-790-538-3831x4045,"King, Johnson and Graham",Specialist,Manufacturing,Referral,25/08/2024,Singapore,100
174,Taylor,Montgomery,flynnkaren@gmail.com,001-993-616-1437,Kelley PLC,Engineer,Technology,Referral,28/10/2025,United Kingdom,25
175,Pedro,Caldwell,leslie19@huffman.info,(419)108-2999,Patterson-Adams,Director,Manufacturing,Website,01/01/2026,United Kingdom,25
176,Michael,Perez,christopher87@wood.info,461-944-9302x116,Walker and Sons,Coordinator,Healthcare,Event,01/06/2024,Philippines,10
177,Christina,Nichols,knightjohn@yahoo.com,058-021-7851,Brown PLC,Coordinator,Healthcare,Referral,28/04/2025,United States,1000
178,Rick,Hernandez,rkoch@ross.com,788.064.7289x9638,Howard Inc,Coordinator,Manufacturing,Google Ads,18/05/2025,Singapore,100
179,Rachel,Hernandez,wnewman@miles.biz,(942)365-1754x93624,Ross-Atkinson,Manager,Retail,Event,13/12/2024,Australia,500
180,Nicholas,Alvarado,taylorcharles@camacho.com,,Johnson-Chang,Manager,Retail,Google Ads,27/08/2024,United States,10
181,Julie,Mueller,wgomez@hotmail.com,+1-364-182-9323x37827,"Ross, Dean and Chapman",Engineer,Finance,Event,31/12/2024,Singapore,250
182,Vicki,Harper,patrick28@gmail.com,,Rogers-Davis,Coordinator,Healthcare,Website,25/07/2025,Australia,500
183,Casey,Meyer,molly04@stephens-smith.com,+1-949-534-2208x23417,Morales Ltd,Director,Technology,Website,26/10/2024,United States,500
184,Michelle,Castro,kevin20@baird.com,(576)342-2506,"Schultz, Berry and Cole",Analyst,Technology,Referral,22/05/2025,United Kingdom,1000
185,Kim,Sanford,martinezbridget@yahoo.com,7581059013,Barr-Lopez,Director,Education,Email Campaign,17/07/2025,United States,1000
186,Carrie,Adkins,jonesrebeccagmail.com,131-521-4404x0310,Smith-Rodriguez,Engineer,Healthcare,Event,28/10/2024,United Kingdom,
187,Janet,Vasquez,pjimenez@hotmail.com,820-294-9170x0355,Russell PLC,Coordinator,Finance,Event,03/02/2024,Philippines,500
188,Steven,Vargas,simmonskrista@hotmail.com,,Barber LLC,Director,Manufacturing,Google Ads,05/03/2025,Philippines,1000
189,Monica,Powers,aaronprice@hotmail.com,184.038.9663x9374,Jones-Taylor,Manager,Technology,Email Campaign,25/04/2025,Philippines,
190,Andrew,Rojas,millerjose@yahoo.com,(818)429-0359x38992,Galvan Inc,Specialist,Manufacturing,Facebook Ads,15/11/2024,Australia,
191,Debra,Dyer,richard62@kennedy.com,(734)670-0336,Davis Inc,Coordinator,Finance,Email Campaign,24/07/2024,Australia,250
192,Valerie,Price,roberto29@yahoo.com,001-557-523-6784x700,"Stephenson, Hawkins and Jackson",Analyst,Retail,Event,11/04/2024,United Kingdom,1000
193,Robert,Cantu,katherinemoody@wright.com,-10040,Lambert-Perkins,Analyst,Education,Google Ads,23/02/2025,United States,1000
194,Kenneth,Taylor,davidrowland@jones-griffin.com,,Garcia Ltd,Engineer,Finance,Email Campaign,20/12/2025,United States,10
195,Steven,Smith,roy08@porter.com,,Rogers Group,Coordinator,Retail,Event,08/04/2025,Singapore,
